Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
6.200000000000000000e+01,7.538248527389936893e-01,3.916925205113969133e-03,3.512897052764383382e-02,1.015826910316795437e-02,8.241284519113847851e-02,1.865966518283828507e-02,1.241005964376758544e-02,1.021018422880096491e-02,1.360633794150622631e-03,7.191759438438449781e-02
6.300000000000000000e+01,2.145987140247294922e-01,6.454546944602508607e-02,1.826937088292065765e-03,2.851578593053056276e-01,1.055113540322499821e-01,2.149861712215666576e-01,4.109446960533057885e-02,5.347443838661761900e-02,7.235838574248990018e-03,1.156874831563387343e-02
6.400000000000000000e+01,9.572581473321436496e-01,7.357091814044148994e-04,1.649879629510930465e-02,2.718948370927270130e-04,7.554789149438451319e-03,2.935554755297840272e-03,4.030262130397525844e-03,6.076130223208955558e-03,2.175604615817132784e-04,4.421155634325454539e-03
6.500000000000000000e+01,1.432469700428102288e-01,4.754844905716683334e-03,9.351713523637693315e-03,1.931516683701692272e-01,2.822386267660722536e-01,1.647763512349658122e-01,1.120829167083361444e-01,4.596321289976861013e-02,2.864399791308502169e-02,1.578969763543837737e-02
6.600000000000000000e+01,7.468673849563461919e-01,1.319138945840110100e-01,2.112036668197439081e-03,3.069166438454121008e-03,4.379415177281976990e-02,5.008735972820350588e-03,1.634085299080294609e-02,3.153919547793597629e-03,2.252369734721388597e-04,4.751462009528244906e-02
6.700000000000000000e+01,7.527241322118033429e-01,7.879921252357504485e-03,3.362030847590938201e-03,1.474084364267004912e-02,1.354735974714937029e-02,6.113886225951017245e-02,9.560828282475824363e-03,9.608757668096216953e-02,1.832280657020535913e-02,2.263563850527522750e-02
6.800000000000000000e+01,1.174706400919271199e-01,1.414548522782572426e-01,2.056004589472162219e-03,4.472648795078265627e-01,1.533123059594825033e-01,1.913945355312988983e-02,9.559866969794000857e-02,9.237407322412962210e-03,2.674249393296434119e-04,1.419836206022175897e-02
6.900000000000000000e+01,2.502045517906777428e-01,3.789610755667329189e-01,1.686699959525228554e-02,7.985108297913345865e-02,1.511134576393072249e-01,7.355670063599256681e-02,3.512613216653898834e-02,2.350595034003181375e-03,2.645124084204764255e-03,9.324280508156835082e-03
7.000000000000000000e+01,7.662099082417545004e-01,1.208705176178104419e-02,6.062891649388211374e-02,1.565156826400578363e-02,6.306950315097664683e-02,1.638386174374027379e-02,2.357992544597849877e-02,2.262898791609790211e-02,1.562660098905620677e-03,1.819761688287768048e-02
7.100000000000000000e+01,8.896358234126848785e-01,2.945824313344242579e-03,7.674320927795484637e-03,7.431382835771006873e-06,1.222541493122955916e-02,1.924384267622048644e-02,4.244109703867493186e-03,5.021691462005164336e-02,3.022961121635600905e-04,1.350402191980682939e-02
7.200000000000000000e+01,5.813661318153973134e-01,8.732556800989662443e-03,7.465646330630931748e-03,2.287670646326623453e-02,2.474717753572018286e-01,3.318560761799294045e-02,2.871154029434968419e-02,4.827947001231590318e-02,4.227582019020825407e-03,1.768298328883476794e-02
7.300000000000000000e+01,4.258837136083751806e-01,1.106574843593728999e-02,4.538346231880004307e-03,3.472084531568567223e-02,2.296781280964764471e-02,1.942550467133771219e-01,1.407829603844746105e-02,2.412569907825801163e-01,4.159051738941280107e-03,4.707414832512819836e-02
7.400000000000000000e+01,3.154537536499040229e-01,1.932919403161116210e-03,4.597702823200406491e-02,1.188927696417949320e-01,2.279311042025290168e-01,5.212034484312862842e-02,1.628869359360902713e-01,1.502773984551567486e-02,2.275346605612195514e-03,5.750205764026004862e-02
7.500000000000000000e+01,6.159419389007052548e-01,1.155782033373475588e-03,1.668715639320317995e-02,1.020191794313916444e-03,1.745593901961271094e-02,6.502435567498371198e-03,1.648276006735829857e-02,3.078989011678414656e-01,6.138697638294993500e-03,1.071619741779830659e-02
7.600000000000000000e+01,1.572557593299997447e-01,3.766395485575696478e-01,3.709380938560346008e-01,1.819633615446343815e-03,5.157274086005504687e-03,5.784683729852228146e-02,2.048631388719409502e-02,1.077155908623387464e-03,7.228447414109043971e-04,8.056538719193486256e-03
7.700000000000000000e+01,7.060151818194111417e-01,6.737774497643053695e-02,1.556886611535616971e-02,1.335659954479937687e-03,7.722296750078383107e-03,1.534420681138257692e-01,6.193198104901162862e-03,3.779441037430424088e-02,1.313713970867408593e-03,3.236859820345295950e-03
7.800000000000000000e+01,1.233751577970420288e-01,8.896843276415827492e-03,4.569291303745847688e-01,1.323537967863070222e-02,1.344251768760822419e-01,8.598923477693976025e-02,7.733924467895857136e-02,1.014156468152225057e-02,6.962800690975769202e-02,2.004026095006627636e-02
7.900000000000000000e+01,3.036441592796016997e-01,1.416607745747984048e-03,1.088358996084045349e-01,1.486904126498074866e-02,1.994187845582660601e-01,1.367328034909099377e-01,3.774790787103796119e-02,7.022862126633837472e-03,1.375541442955372784e-01,5.275778975887992356e-02
8.000000000000000000e+01,5.929555935357720964e-01,2.714434514803343301e-02,2.452046852390953741e-02,2.124178376804644608e-02,7.886924924519440883e-02,2.827317354026331886e-02,5.164125758855710874e-02,4.170533737713845446e-02,3.609795389591662074e-02,9.755083737716854775e-02
8.100000000000000000e+01,1.129189173891060466e-01,1.201937577584630094e-02,2.729321876749138953e-01,1.231047581201252621e-02,5.804613244654448223e-02,2.939521261041820877e-01,3.218555803770600798e-02,1.777568683898610863e-02,8.558946586074286933e-02,1.022700740599596508e-01
8.200000000000000000e+01,8.171151452270961624e-01,1.178390391504191559e-02,1.177543794676087817e-03,1.159786341186578099e-02,2.104831148426630771e-02,2.363037214023253757e-02,5.694130480420649121e-02,4.785943049699747931e-02,4.974469815363260009e-03,3.871654910254010602e-03
8.300000000000000000e+01,7.845542704549368640e-01,4.890623832754633672e-03,9.068444048926625495e-04,2.229163414800728639e-03,3.030771383812503467e-02,7.750564532687400851e-03,5.569155686366640545e-02,6.237094911281119980e-02,2.502471980315111241e-02,2.627359374217397292e-02
8.400000000000000000e+01,6.873259251473083919e-01,1.304781266674124030e-01,9.594507087130077841e-03,8.033181597369697113e-02,3.344969473868235343e-02,2.080543632582663657e-02,2.054073892866373555e-02,7.266932501132081397e-03,2.600234290793652057e-04,9.946799201067913279e-03
8.500000000000000000e+01,2.607926797575011585e-02,1.316539585940968739e-03,5.302208847269200831e-01,4.736151284339316925e-02,7.717087499222834157e-02,9.020510312920489160e-02,5.324717312609623943e-02,1.059505673573695947e-02,1.521925014457986003e-01,1.161108543893064025e-02
8.600000000000000000e+01,7.847713117568865249e-01,1.146349477616052893e-03,1.139495438255313207e-02,1.119683581467678310e-02,7.276306986863703696e-02,4.586089615551929531e-03,5.754507042596492677e-02,2.587278174769829658e-02,1.211021471392253416e-03,2.951251543902300850e-02
8.700000000000000000e+01,2.165825774622742728e-01,1.584943924191388465e-01,1.677714815671617690e-02,3.856146396130762932e-01,1.226133285641034694e-02,2.175422921469599008e-02,1.619155217480115483e-01,1.282803590295388419e-03,5.650123837024066979e-04,2.475234255567872535e-02
8.800000000000000000e+01,7.743657486667339385e-02,2.134097550681169492e-02,3.789827785453295794e-01,2.769520109403438360e-02,1.651636839035504345e-01,1.609603418466444003e-01,4.773490599731500944e-02,5.544089620172771952e-03,1.336577021394308104e-02,1.017756784055252189e-01
8.900000000000000000e+01,2.376525785988611028e-01,8.216895479025779214e-04,2.292639289657059584e-02,2.241209375886933919e-01,8.486588189717569897e-02,6.888623571207599938e-02,2.903199586844496666e-02,2.926352493003496757e-01,5.320012952893052056e-04,3.852703729463673871e-02
9.000000000000000000e+01,6.373585731222770612e-01,4.929069707716282611e-03,2.131583311954348553e-02,5.256232545121723720e-02,5.867164150719283988e-02,5.151575640642891418e-02,5.710243466832613801e-02,8.963837289981768652e-02,6.527266441144534415e-03,2.037872667633585516e-02
9.100000000000000000e+01,5.760237215857598736e-01,1.178193933053644539e-02,3.689243803859969251e-02,3.585357794389829739e-02,7.342060373944671314e-02,1.026895488045965754e-01,2.956682929092071394e-02,2.716547117520153390e-02,3.964139136226263981e-03,1.026417309548139090e-01
9.200000000000000000e+01,3.495790929299126271e-01,8.377806889221831033e-02,2.401738730657002330e-01,2.522849396181540624e-02,1.233630504461018795e-01,6.521628121974089309e-02,7.594922265296230601e-02,1.698892725209393342e-02,9.955173936331163098e-03,9.767815643123187522e-03
9.300000000000000000e+01,8.251276810857615107e-01,7.199104713379750678e-03,9.769593417658064410e-03,8.375169089187113006e-04,6.653863186664446538e-02,6.472210397196266271e-03,3.258435522433354020e-02,1.701755683698409280e-02,4.654671842225039692e-03,2.979867770689866371e-02
9.400000000000000000e+01,9.108195521809365758e-01,4.901413018516388373e-03,1.850290882109258475e-02,1.419632961483959822e-03,2.822386625381732156e-02,1.026876711634299930e-02,9.532508497324324384e-03,8.338992688145223028e-03,1.473516964737519707e-03,6.518841497603107202e-03
9.500000000000000000e+01,6.836020770201048924e-01,1.960112139135313306e-02,5.170915473386617119e-03,1.477110033669819592e-02,1.888716751122875848e-01,1.562378318285473008e-02,5.059753578772045735e-02,4.270294968770201212e-03,8.425301467164946975e-03,9.066195259659225528e-03
9.600000000000000000e+01,7.591948167899466027e-01,6.568242524221834522e-03,6.181457973253376773e-03,4.049287077870941665e-02,1.777609980867599429e-02,5.670757787564576630e-02,3.296528769955884425e-02,5.071227553606252186e-02,2.213412676564797781e-03,2.718795833736080761e-02
9.700000000000000000e+01,6.190403175614398595e-02,3.349542826966322301e-03,3.712368988410926635e-02,3.440769764073427130e-03,4.170130826473849028e-01,3.243944414120896735e-01,4.459756355981085718e-02,3.402491411852602565e-02,6.955423864475039630e-02,4.597725386145278502e-03
9.800000000000000000e+01,1.673708969224817211e-01,2.066550335866573773e-02,4.627720112288771781e-02,3.003671910512427656e-01,1.514776353700522660e-01,1.292882008652352643e-01,8.666129522603817359e-02,7.590918369700998258e-02,1.220477150227970882e-03,2.076241523615835263e-02
9.900000000000000000e+01,4.905599270918140076e-01,1.352210763576440766e-01,2.056740814170273518e-02,1.199116621320472920e-02,1.678936483055028517e-01,6.484673159319370717e-02,8.543987455283694188e-02,1.370657878885608513e-02,5.368681742691899447e-03,4.404907212553074540e-03
1.000000000000000000e+02,3.039587323198124080e-01,5.752019878817549257e-04,3.263218925148644312e-01,3.108654516480611682e-02,1.384673957477156048e-01,4.566877648057605932e-02,4.413686047892086822e-02,7.342095914907278975e-02,1.355197310502551968e-02,2.281166305132440592e-02
1.010000000000000000e+02,8.145314061052605359e-01,3.206187147518651907e-03,7.830731555675558148e-03,2.031437547108182196e-03,9.682829113540396271e-02,6.444593117498216214e-03,3.160437856278318358e-02,1.083314212090090954e-02,4.639164091845150825e-04,2.622591629866619090e-02
1.020000000000000000e+02,1.714687220186417727e-01,8.394072992903177030e-03,5.401562765195324148e-03,3.253323704958276386e-01,2.003065234098695968e-01,6.701891077807518859e-02,1.190819185696011251e-01,3.941862609162512937e-02,1.597518846647373245e-02,4.760210441178724244e-02
1.030000000000000000e+02,4.775449159824391998e-01,7.473383449048831215e-03,9.351007063756399187e-03,2.817676465153957227e-02,1.962199010432033597e-01,7.486865657412974939e-02,6.250717322952017985e-02,2.036201660260932023e-02,6.530863847785532694e-02,5.818754292589806143e-02
1.040000000000000000e+02,6.547911277442587386e-01,9.675455464648114595e-03,2.825109875368624936e-03,1.448693031145461760e-02,9.097384591547855170e-02,6.597745125251898435e-02,5.037271074361222845e-02,9.307436058552190361e-02,3.857706574357726119e-03,1.396530153278049621e-02
1.050000000000000000e+02,3.471445958620644756e-01,1.166415858192652866e-02,7.025834359236962992e-03,4.399729717545037277e-01,1.156169346952158061e-01,1.339928063063848193e-02,5.732218541214828544e-02,3.878935981842769436e-03,1.248482866751721805e-03,2.726619855671315925e-03
